,job_description,bag_of_words
476,"The Job Window has an exciting opening on behalf of our client, one of the fastest and most successful marketing and advertising firms in the Las Vegas area and they are currently going through a nationwide expansion.Get your foot in the door and grow within our client’s company. They are looking to train the right individual to become a Marketing Manager.You might get along with our client if…? If you like to laugh (think Mitch Hedberg, The Hangover, Tosh.0, Step Brothers, etc.)? If you are not a Negative Nancy or Debbie Downer? If sometimes you’ll look down at your watch 3 consecutive times and still not know what time it is? If you totally take back all those times you didn’t want to nap when you were younger?  If you feel there is great need for a sarcasm font? Job hunting can be stressful, that’s why you shouldn’t take yourself too seriously. Our client is now hiring for an entry level Marketing Manager. Their expanding firm has had a very successful past developing entry level candidates into competitive representatives that in turn become top performing Marketing Managers.They are currently seeking an entry level candidate with the “winning mindset” to develop a very lucrative business career.  Our client WANTS to develop and train their own people from the ground up, starting with entry level sales and marketing. Candidate promotion and pay is based on performance starting at the entry level and is NOT based on seniority. This is an entry level sales and marketing position.RequirementsOUR CLIENT DOES NOT DO DOOR-TO-DOOR SALES OR STRAIGHT COMMISSION.Our client’s company policy is to train people from scratch, so only send your resume if one of the following applies:1.      You have a sense of humor (in case you didn’t get that earlier)2.      You work with the utmost honesty and integrity3.      You work harder than everyone you know and put 100% into your work4.      Individuals must be hard working, motivated, and willing to learn5.      Must have excellent communication skills, be goal oriented and ambitious6.      Willing to be trained in sales, customer service, campaign management, test market development and public relations This is a great position for the right candidate. If you believe you are up for the challenge, please submit your resume today!","['marketing', 'advertising', 'Marketing', 'Marketing', 'Marketing', 'sales', 'marketing', 'sales', 'marketing', 'SALES', 'communication', 'sales', 'customer service', 'public relations']"
477,"City: Battle Ground State:Washington Postal/Zip Code: 98604 Oldcastle BuildingEnvelope®, a division of Oldcastle, is the leading supplier of products specified to close the building envelope. They include: custom-engineered curtain wall and window wall, architectural windows, storefront systems, doors, skylights and architectural glass. Summary Be a part of somethingBIG: We are an industry leader, with over 70 locations, and 6,500 employees. Our products are parts of major construction projects including the Paris Hotel, Carnegie Mellon University,the Dallas Cowboys Stadium and, most recently, the Miami Dolphins Sun Life Stadium. Safety, innovation, and quality are central to all of our business. Sound interesting? Join us! We are currently looking for a Production Worker for 2ndshift in the CuttingDepartment at our Battle Ground, WAfacility. The Production Worker isresponsible for handling materials andusing the shop floor computer and cutting line computer. They are also responsible formaintaining a neat, clean, and safe work area. Essential Duties and Responsibilities Transportof materials including glass from one position/location to another in an effort to expedite the production process On/off-loading of the product from, tables, rolling racks, delivery trucks, or wood crates for eight or more hours, daily Tracking inventory Inspectproduct for any abnormalities due to manufacturing defects, handling damage, or bad edgesandnotifysupervisor immediately of any issues Cleaning areas around control panels, cutting table, and computers Operate shop floor computer and cutting table computer Work with maintenance on preventative maintenance and repairs Regular and predictable attendance, ability to safely perform tasks, and adherence to all safety policies and procedures are essential functions of your job Requirements High School Diploma or GED equivalent Must speak, read, andunderstand English All production workers are expected to be available to work in all areas of production, performing different job functions on a rotating basis Flexible availability including starting times and/orovertime and weekends when necessary Preferences Ability to read and effectively use a tapemeasure Basic computer skills and knowledge Read and perform mathematical calculations and measurements with numbers, fractions, and decimals 2years’experience in manufacturing environmentpreferred Prior experience working in glass manufacturing industry highly desirable Physical Requirements Ability to lift, bend, twist, walk, and reach frequently Ability to lift, push and pull up to 75 lbs. unassisted and 150 lbs. with a partner many times in a regular work shift Wear approved steel toed boots for a minimum of 8-10 hours on concrete floors Ability to work in varied temperatures consistent with same climate conditions of the region (Heat, cold, humidity, etc.) Qualifications To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed are representative of the knowledge, skills and/or abilities required. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform the essential duties of the job. Additional Information Only online applications will be accepted When applying, please provide full employment history Pre-employment background screening will be conducted on qualified applicants after acceptance of job offer What Oldcastle Offers You Highly competitive base pay Comprehensive medical, dental and disability benefits programs Group retirement savings program Health and wellness programs A culture that values opportunity for growth, development and internal promotion About Oldcastle Oldcastle has a long and proud heritage as one of North America’s largest corporations. We are a proud reflection of the hundreds of family businesses, local and regional companies and mid to large sized enterprises that together form the Oldcastle family. Oldcastle operates with a decentralized, diversified structure, letting you work in a small company environment while having the career opportunities of a large enterprise. Oldcastle is a great place to grow! If you’re up for a rewarding challenge, we invite you to take the first step and apply today! Once you click apply now, you will be brought to our career site. Please complete your online profile which will be sent directly to the appropriate Hiring Manager. Our system allows you to view and track your status 24 hours a day. Thank you for your interest in the Oldcastle family! Join ourTalent Communityto receive an email newsletter with hot jobs &amp; career advice. Follow Oldcastle Careers onFacebook,Twitter,Instagram,Google+,Pinterest,WordPress (Career Blog)andLinkedIn! Oldcastle BuildingEnvelope ®is an Affirmative Action and Equal Opportunity Employer. EOE/Vet/Disability--If you want to know more, please click on thislink. Oldcastle BuildingEnvelope ®is part of the Oldcastlecareers™ network. #OBE","['windows', 'construction', 'Hotel', 'Safety', 'process', 'inventory', 'repairs', 'safety', 'policies', 'English', 'Health', 'click', 'system', 'email', 'Twitter', 'WordPress', 'click']"
478,"Combined Insurance is seeking Sales Agents to join our fast-paced, high energy, growing company. We are proud of our tradition of success in the insurance industry of over 90 years. Come join our team of hard-working, talented professionals! JOB SUMMARY: An Agent position with Combined Insurance offers you a full-time, direct employee position where you’ll receive company support and comprehensive training. We offer unlimited income potential, including expense-paid training, a limited guaranteed income to start, and a competitive benefits package. No experience is required, but prior exposure to sales and customer service is helpful. Experienced and licensed insurance agents are highly encouraged to apply. RESPONSIBILITIES: Conduct needs-based, consultative sales presentations to a wide range of individuals and independent business people Utilize marketing tools and resources to generate new business Secure referrals and set appointments to present to prospective customers Deliver excellent customer service to existing policyholders and prospective customers alike Develop and maintain a professional presence in the communities in which you work SKILLS/EXPERIENCE: While no specific experience selling insurance is necessary, prior exposure to commissioned sales, customer service and marketing experience can be helpful. Our training program will give you most of the tools and knowledge to help you succeed. One year of work experience required; commissioned sales and customer service experience in real estate, auto sales, and/or as an insurance agent is a plus Your respective state’s license to sell accident, health and life insurance, or a willingness to obtain proper licensing Strong interpersonal communication skills An outgoing, positive person who enjoys building relationships Driven, disciplined, resilient, achievement-focused, coachable professional Basic computer skills, including knowledge of Microsoft Windows, a plus A valid driver’s license, reliable transportation with liability and property insurance coverage on the vehicle EDUCATION: High school diploma or GED equivalent is preferred, college-level education is a plus Bilingual English/Spanish a plus OUR BENEFITS As a Combined corporate employee, you have access to one of the most comprehensive benefit plans in the business, designed to meet your needs and help you reach your financial goals.  We are committed to supporting its employees with a comprehensive compensation package that is appropriate in the market where they work. Below are several of the many benefits we offer our employees: Health insurance Dental insurance Tuition reimbursement A company-match 401(k) plan Disability insurance Life insurance Employee referral bonuses ABOUT COMBINED INSURANCE Combined Insurance is a leading provider of individual supplemental accident, disability, health and life insurance products. With a field sales force and corporate staff in excess of 5,000 people worldwide, Combined Insurance meets the growing coverage needs of policyholders around the globe. We pride ourselves on being customer-centric, people-driven, accountable, performance-minded, and ethical. We invest in our employees and take the time to focus on their development, needs and career aspirations. Connect with us onTWITTER, FACEBOOK, LINKEDIN, INSTAGRAM and GOOGLE+ Read our blog, SUPPLEMENTALLY SPEAKING, for more info on health and wellness topics  ","['Sales', 'training', 'training', 'sales', 'sales', 'presentations', 'marketing', 'sales', 'marketing', 'training', 'sales', 'sales', 'health', 'licensing', 'communication', 'Windows', 'transportation', 'access', 'Health', 'plan', 'health', 'sales', 'FACEBOOK', 'health', 'customer service', 'customer service', 'customer service', 'customer service', 'real estate', 'field sales']"
479,"Job Title Underwriter/Portfolio Officer Job Description East West Bank is one of the largest independent banks headquartered in California serving consumers and businesses throughout the U.S. and Greater China. With over 130 locations worldwide including California, Texas, New York, Georgia, Massachusetts, Nevada, Washington, and Greater China – East West Bank is committed to helping their customers’ enterprises succeed. At East West Bank, we build bridges that provide an important financial link, turning opportunities into growth and prosperity. We are currently seeking a Portfolio Officer. Responsible for underwriting, credit monitoring and portfolio management of Corporate Banking Technology lending  and China EXIM relationships to achieve efficiencies and quality of the process and product, retention and expansion of existing client relationship, growth of total client assets and net growth in relationships. Primary performance responsibilities include analyzing financial data to determine the merits of loan requests, recommending structure, as well as identifying cross selling/referring opportunities of other deposits services. As a Portfolio Manager, this position will maintain and build loans and deposits, fee income and referrals of business. A senior level is responsible for indirect oversight of portfolio officers.As an East West Bank employee, you will be part of a growing and stable organization that provides career path development opportunities while serving a growing and profitable market.","['underwriting', 'Banking', 'process', 'retention', 'requests', 'deposits', 'deposits', 'portfolio management']"
480,"CONTACT:BHAVANA BILAGI(916)679-7345bhavana@agileglobal.comJOB DESCRIPTION:POSITION: Configuration ManagerLOCATION: Taylor,TXDURATION: Long TermEssential Job Duties and Tasks: • Monitor and document defined IT services and infrastructure components. • Track and distribute Software Configuration Management issues. • Support development and maintenance of build and deployment of automated configuration management tools used in testing and production. • Generate required reports and metrics. • Track and maintain accuracy of user requests. • Collaborate with appropriate resources internal and external Change and Configuration Management department regarding issues for configuration management. • Perform and maintain baselines for environments under release management control. • Assist in development and maintenance of source code change and software version control. • Assist in preparation for compliance for audits. • Control the receipt, identification, storage, and withdrawal of all supported Configuration Items. • Provide an information service to facilitate the effective and efficient planning, release and implementation of changes of Configuration Items. • Preserve and retain all master copies of software and documentation for Configuration Items (CIs) registered with Configuration Management. • Supports established configuration management policy and procedures to ensure related software and infrastructure changes are recorded timely, properly authorized and respond with verification of updates to the Configuration Management Database (CMDB). • Assist with the development and maintenance of the major Configuration Management processes and procedures. • Supports process compliance and generates reports for internal standards and policies, SSAE16 controls, and NERC Regulatory requirements. • Generates reports for internal, SSAE16, and NERC audits. • Ensures that the standards of Software Configuration Management including configuration identification, configuration control, build management, process management, and environment management are implemented, maintained and improved as required by business conditions. • Maintains baselines for environments under release management control using manual or automated configuration management tools. • Identifies and implements processes to strengthen, streamline and automate build processes. • Drives the development and maintenance of build automation tools. • Responsible for development and operations support of change and configuration management tools. • Ensures accuracy and integrity of CMDB through process enforcement. • Provides reports and metrics as requested whereby achievement and failure of process can be quantified. QUALIFICATIONS Education: Bachelor’s degree in Business, Computer Science, Information Systems or related field or an equivalent combination of education and experience is required. Certifications and Licenses: Information Technology Infrastructure Library Foundations (ITIL) certification preferred. Toolset(s): JIRA and HP uCMDB","['testing', 'reports', 'metrics', 'requests', 'compliance', 'documentation', 'updates', 'Database', 'process', 'compliance', 'reports', 'policies', 'controls', 'Regulatory', 'reports', 'process', 'automation', 'operations', 'process', 'reports', 'metrics', 'process', 'ITIL', 'certification', 'JIRA', 'Regulatory requirements', 'Computer Science', 'Information Technology']"
481,"Support program to implement global regulatory and compliance changes across application landscape. Houston is preferred location however, remote candidates with right skillset will also be considered. Formulate and define system scope and objectives using knowledge of information technology and industry knowledge/ requirements.Act as a liaison between client and technical solutions/ support groups, using strong communication skills to elicit, document, analyze and validate business processes, systems, and solution requirements. Research, identify, and specify solutions to problems. Support and conduct visualization, user experience and configuration elements of solution design including configuring and testing the application. Document requirements specifications using high-maturity methods, processes and tools. Support requirements management and change management processes. Support aspects of the business cycle, including proposals, feasibility studies, and implementations. Consider the business implications of the application of technology to the current business environment Strong communications skills written and verbal 3 years or more experience supporting development project work in a business analyst capacity Ability to effectively elicit business requirements Knowledge of configuring SAP FICO module including GL, AP, AR is required Experience with minimum of 2 SAP lifecycle implementation is preferred Experience with HP ALM tool is including creating test cases/plan for the FICO business process is required Experis is an Equal Opportunity Employer (EOE/AA)","['regulatory', 'compliance', 'system', 'technical', 'communication', 'analyze', 'Research', 'design', 'testing', 'specifications', 'SAP', 'SAP', 'lifecycle', 'process', 'information technology', 'user experience', 'change management', 'HP ALM', 'business process']"
482,"Summary Event Specialist Part Time Sales   Are you outgoing, friendly and enjoy meeting new people?  Our part time Event Specialist jobs are fun and exciting and could be a great fit for you! Join our winning team as a retail demonstrator promoting best in class products at your local retailers. You can be the brand ambassador who excels in captivating an audience during in-store events, with an emphasis on brand awareness, product demonstration and sales. The in-store demonstrator is responsible for reviewing program materials, set up and break down of the work area, and the preparation and sampling of products on scheduled event days. Take this chance to join the largest sales and marketing agency in North America, Advantage Solutions, where you will receive top-notch training and competitive pay rates.          Responsibilities:   Set up, break down, product preparation and sampling during in-store demonstrations Generate brand awareness and positive product impressions to increase sales Assess customers individual usage needs and interests in order to best recommend products Timely complete of all call reports, paperwork, and on-going personal training by required deadlines   Qualifications:   High School Diploma preferred or equivalent job-related experience Experience in event marketing, demonstrations, sales, brand promotion or retail/grocery Interact in a friendly, enthusiastic, energetic and outgoing manner with management, clients, and consumers in any setting Stand comfortably for up to 6 hours a day Able to work independently and as a motivated team player Ability to work a part-time retail schedule, Monday through Sunday Minimal travel required for training or other scheduled events Daily access to a PC computer with internet/email access   Advantage Solutions is one of North America’s leading sales and marketing agencies specializing in outsourced sales, merchandising, category management and marketing services to manufacturers, suppliers and producers of food products and consumer packaged goods. Advantage Solutions services a variety of trade channels including grocery, mass merchandise, specialty, convenience, drug, dollar, club, hardware, consumer electronics and home centers. We bridge the gap between manufacturers and retailers, providing consumers access to the best products available in the marketplace today.   Advantage Sales and Marketing, LLC dba Advantage Solutions is proud to be an Equal Opportunity Employer.","['Sales', 'retail', 'brand', 'brand', 'sales', 'sales', 'marketing', 'training', 'brand', 'sales', 'reports', 'training', 'marketing', 'sales', 'brand', 'retail', 'schedule', 'travel', 'training', 'access', 'access', 'sales', 'marketing', 'sales', 'merchandising', 'marketing', 'hardware', 'electronics', 'access', 'Sales', 'Marketing']"
483,"Service company needs strong CSR with excellent communication skills to work with a team of 4 CSR's handling inbound calls servicing the sales team and clients.  Must be reliable and responsible, have proficient MS Office skills and be able to multi task.  Degreed preferred but not required.  Great stable environment with growth potential and excellent benefits including 100% employee health paid. Hours are 8-5 M-F.   Local candidates only!","['communication', 'sales', 'health']"
484,"Facilities Project ManagerUline – Shipping Supply Specialists  ""The people I work with are as passionate as I am."" ""I came to Uline for a job. Instead, I found a career."" Uline is North America's leading distributor of shipping, packaging and industrial supplies. We're a family-owned company known for our incredible customer service and quality products. Our people make the difference. We're looking for the best and brightest to take our Facilities department to the next level. If you have passion and expertise in MEP, HVAC, building automation systems, real estate, building engineering or construction, Uline is the company for you.Uline seeks a Facilities Project Manager at its Corporate Headquarters in Pleasant Prairie, Wisconsin (just over the IL / WI state line).  Join us to experience why Uline has been designated with the Forbes 2016 America’s Best Employers award. POSITION RESPONSIBILITIES Review and manage project planning, budgets, schedules and deadlines for a number of departments including Finance, Operations, Distribution and Facilities.Analyze project plans and establish critical objectives.Host meetings with key stakeholders and company leaders.Manage multiple projects simultaneously.Manage deadlines and conduct weekly status meetings with Operations.Coordinate project phases, review financial statements and assure on-time delivery of projects.Complete ad hoc projects as assigned. MINIMUM REQUIREMENTS Bachelor's degree. Major in an analytical field desired.5+ years analysis, financial or operations experience preferred. PMP certification a plus.Microsoft Access and/or SQL experience strongly preferred.Extremely organized with a strong ability to multitask.Superior writing skills. BENEFITS Complete insurance coverage – medical, dental, vision, life.401(k) with company match.Generous paid time off.Tuition reimbursement.3 bonus programs. Please visit www.uline.com/jobs to learn more about our job openings and benefits package. HOW TO APPLY Please click the “APPLY” button to submit your resume for immediate consideration! EEO/AA Employer/Vet/DisabledUline is a drug-free workplace","['automation', 'engineering', 'construction', 'schedules', 'Finance', 'Operations', 'Distribution', 'analytical', 'analysis', 'operations', 'PMP', 'certification', 'Access', 'SQL', 'writing', 'click', 'customer service', 'real estate', 'project planning', 'financial statements']"
485,"Reporting to the Treasurer, the Manager is an individual contributor responsible for the overall management of the cash flow of Finance and Accounting departments for the US and Americas operations. The Manager will also provide solutions for matters that arise with the holding company and other subsidiaries by building various rules based on the strong framework of internal control.Client DetailsOur client is a global manufacturing company that operates with a shared services for North America.DescriptionResponsibilities:Management and/or overseeing in order to complete and achieve the following activities for all US and Americas subsidiaries:1) Financial Management・ Cash flow management・ Planning, monitoring, operating and reporting of cash flow (daily, weekly, monthly, quarterly, annually) for all US and Americas subsidiaries.・ Banking and custody・ Credits and Collections・ Bank Guarantees・ Investments2) Accounting Management・ Prepare profit and loss statements・ Monthly/Quarterly closing, Accounting audit, Internal audit ・ Prepare and review annual returns of corporate income taxes3) Consultation・ Providing solutions for the various matters of treasury and etc on doing business of Holding, US and Americas subsidiaries.4) OtherEx) Contact with banks, other financial institutions, accounting firms, consultants and so on.Support of Treasurer's activitiesEx) Making various reports and/or planning required by the top management or holding organization.Management of New Projects, based on the request by senior management of the company.Travel to US and other Americas subsidiaries may be required, estimated at 10 - 15% for the year.ProfileQualification and experience 5-7 years with Accounting and Finance Experience3-5 years of treasury experience as an Analyst or Senior Analyst, with intercompany lending/cash management experienceFinance Management with specific experience in Cash Pooling, Term Loans and Time DepositBachelor's degree required in Business, Finance or Accounting, CPA preferredKnowledge of Accounting and Financial Systems(SAP, online banking system)Job OfferThis is a very good opportunity to be in a holding organizationl structure and being the main point of contact between cash management relations with subsidiaries in North America, Central America and Latin America.You will support the treasurer who will hold the relationshops with the Global headquartes and banks.This role does not have team management.Please only apply if you are legally entitled to work in the U.S (without need for sponsorship), and if you have proven treasury experience in the united states.","['Reporting', 'Finance', 'Accounting', 'operations', 'reporting', 'Banking', 'Accounting', 'Accounting', 'audit', 'audit', 'accounting', 'reports', 'Accounting', 'Finance', 'Finance', 'Accounting', 'Accounting', 'SAP', 'banking', 'system', 'cash flow', 'Cash flow', 'cash flow', 'Internal audit']"
486,"Security Officer 3015BR Maryland 301-459-2355 Job Description WHELAN SECURITY IS NOW HIRING We are searching for bright and talented professionals to join our world-class security team! Our security positions are ideal for: Former, transitioning and military reserve personnel Former and future law enforcement officers Hospitality and customer service professionals College students Retirees Qualifications Successful candidates must meet the following requirements: Legally authorized to work in the United States At least 21 years of age or older as required by applicable law or contractual requirements Demonstrate a stable work history Pass an extensive background screening which includes, but is not limited to, criminal background checks (local, state and federal), drug test, aptitude tests, skills assessment, interviews, and personality profile (behavioral assessment) Education Candidates must meet the following educational requirements: Possess at least a high school education or equivalent (GED) Apply Now! If you have an interest in joining a leader in the contract security industry and would like to work at one or more of our outstanding client locations in the Baltimorearea – APPLY NOW! Click “Apply” to begin the application process immediately; or if you wish to expedite your application, we encourage you to visit our local branch office located at 8201 Corporate Drive, Landover, MD  to apply in person.  For more information, you can also call us at 301-459-2355Not convinced?  Listen to what our team members have to say!At Whelan, we value people and we value relationships.Extraordinary people work at Whelan – are you one?Baltimore, MD 21215","['Security', 'SECURITY', 'security', 'security', 'Hospitality', 'security', 'Click', 'process', 'law enforcement', 'customer service']"
487,"Business Analyst Associate Ready to advance your Business Analyst Career? Randstad Professionals San Francisco specializes in Accounting and Finance talent and we are continuously recruiting for Business Analyst Associates. Business Analyst Job Duties As a Business Analyst Associate you will provide basic analytical support through the examination and interpretation of data in support of cross-functional business operations. You will assist in the development of annual operating plans, capital budgets and forecasts, and in building business cases for new business initiatives. You will analyze the actual results against plan and forecast and recommend interventions where appropriate. You will provide support in the development, preparation and analysis of reports for management review. You will assist in defining business requirements and provide analysis toward operational efficiency, identifying opportunities for improvement in operational performance and notifying management of issues and problems requiring immediate attention. Ideal Candidate The ideal candidate for this position has knowledge of automated systems in a production or operations environment, and is familiar with analyses such as: GAP analysis, process mapping, root-cause analysis, risk analysis and requirements gathering. They have the ability to identify, analyze and resolve problems related to business operations and can utilize a statistical analysis methodology. They also have good interpersonal and verbal/written communication skills, and have good math, analytical and problem-solving skills. They are comfortable with the use of analytical tools (e.g. MiniTab, Excel graphs). Job Requirements• B.A./B.S. degree or equivalent experience• Knowledge of PCs and related software applications• MS Office and SharePoint experience preferred Application Process Once we know you're interested, a Randstad Professionals recruiter will review your resume and contact you to better understand your skills and tell you more about the opportunity. We will meet qualified candidates face to face, and our best talent interviews with the employer face to face - we will move quickly! Interviewing now! Click Apply to submit your resume today. Not ready to apply but want to learn more? Call or email Laurel Thornton at (415) 733-7507 or laurel.thornton@randstadusa.com","['Accounting', 'Finance', 'recruiting', 'analytical', 'operations', 'forecasts', 'analyze', 'plan', 'analysis', 'reports', 'analysis', 'improvement', 'operations', 'analysis', 'process', 'analysis', 'analysis', 'analyze', 'operations', 'analysis', 'communication', 'math', 'analytical', 'analytical', 'Excel', 'SharePoint', 'Process', 'Click', 'email', 'business cases', 'GAP analysis', 'statistical analysis']"
488,"We are looking for a Supplier Quality Engineer.  This Supplier Quality Engineer will be responsible for verify that materials are of high quality and reliability. This Supplier Quality Engineer will do the following: supplier qualification, supplier development, supplier performance evaluation and improvements, material evaluation and qualification, disposition of non-conforming material/corrective action, support of commodity and new product development teams. The SQE helps set strategic direction for the quality organization and is responsible for designing and implementing methods and procedures for inspecting, testing, and evaluating purchased material. RESPONSIBILITIES: • Support Receiving Inspection on incoming receipt of raw materials and components, including resolving Non-Conforming Material Review (NCMR) issues. • Interface with suppliers to drive corrective/preventive action based on quality signals from Receiving Inspection and Manufacturing. • Proactively identify Supplier quality issues, their causes and viable solutions. Effectively and collaboratively implement corrective actions to reduce and/or eliminate future occurrence. • Support product continuation by assuring the quality of the components used in manufacturing, and working supplier/component quality related issues to resolution. • Manage supplier risks to prevent acceptance of sub-standard products. • Implement supplier process controls and auditing strategies. • Review and approve changes to purchased materials used in production. • Ensure compliance of suppliers through leading and participating in supplier audits. • Develop qualification plans and reports to assure components, materials and suppliers meet specified requirements and performance goals. • Develop and maintain inspection procedures for components and materials to support Receiving Inspection. • Resolve measurement discrepancies and improve correlation in measurement methods between suppliers and Receiving Inspection • Collaborate with suppliers, Manufacturing Engineering or Development in developing highly capable, repeatable and reproducible test methods • Support and/or lead teams to develop new materials or implement significant supply chain changes. • Participate and/or lead supplier improvement programs. • Prepare and present supplier performance metrics to upper management.  Requirements: • B.S. Engineering degree or Science (Life Sciences, Physics, ME, EE, Industrial Technology, etc.) • 4+ years of Supplier Quality Engineering experience with a Bachelors • 3+ years of Supplier Quality Engineering experience with a Masters • Medical Device experience. • Experience in application statistical methods to design reliability and process capability. This is a contract position for 6months++","['testing', 'process', 'controls', 'auditing', 'compliance', 'reports', 'Engineering', 'improvement', 'metrics', 'Engineering', 'Physics', 'Engineering', 'Engineering', 'design', 'process', 'product development', 'strategic direction', 'raw materials', 'supply chain', 'performance metrics', 'Medical Device']"
489,"Special Response Officer - Cedar Rapids ($12/HR) 3854BR Iowa (800) 823-8828 Job Description Whelan Security is searching for bright and talented professionals who wish to share in the unique culture of our family business – one where people feel inspired, encouraged, and rewarded. We are excited to announce immediate openings in the Cedar Rapids  area! Now is your opportunity to join our world-class team as one of the fastest growing contract security companies in the country! The  Special Response Officer  is responsible for interacting with team members, tenants and the client, as well as ensuring the site is safe and secure. Candidates should be able to pick up shifts Monday through Sunday for first, second or third shift periods, and assist with call-offs or scheduled vacations as needed.  This position is best suited for individuals who can provide customer service to the highest of standards – capable of representing Whelan as the premier provider of security services in the industry. Qualifications Successful candidates must meet the following requirements: Legally authorized to work in the United States At least 21 years of age or older as required by applicable law or contractual requirements Demonstrate a stable work history Pass an extensive background screening which includes, but is not limited to, criminal background checks (local, state and federal), drug test, aptitude tests, skills assessment, interviews, and personality profile (behavioral assessment) Must possess valid state driver’s license Must be fluent in English both speaking and written Ability to answer phone in clear voice Ability to communicate to employees, customers, and suppliers clearly and effectively Practice normal hygiene and personal cleanliness; be neat in dress and appearance (to normal business standards Ability to distinguish between emergency and non-emergency calls by following prescribed policy Ability to document accurate information for follow-up including name, phone number, address and product information Ability to operate computer equipment related to access control, cameras and video equipment, visitor management, and general Microsoft applications as defined by client Ability to physically respond to emergencies by running, lifting and swift physical maneuvers Must possess strong customer service skills Must be able to perform under pressure while maintaining composure Must be able to understand complex job instructions Must be able to discern, observe and report circumstances that are safety/security related Must be able to obtain an Iowa State security license Education Candidates must meet the following educational requirements: Possess at least a high school education or equivalent (GED) Why Whelan? Be Supported:  Whelan employees enjoy a comprehensive benefits package including health insurance, supplemental benefits (including dental, vision, short term disability, life insurance, and legal assistance plans), 401(k) retirement plan, employee assistance program, prescription discount cards, paid vacations, and more! Be Challenged:  Our extensive training program and career progression opportunities create an environment where employees can thrive, succeed, and enhance their careers.   Be Rewarded:  We are proud to acknowledge and reward exceptional employees who make a difference to customers, the team, and the organization through our comprehensive Employee Recognition Program. Be Valued:  We are more than a team – we are a family! The distinctive culture of our family business sets us apart from every other contract security company in the industry.  Apply Now!If you have an interest in joining a leader in the contract security industry and would like to work at some of our outstanding client locations in the Cedar Rapids area - APPLY NOW!Click “Apply” to begin the application process immediately. For more information, you can also call us at (800) 823-8828.Not convinced?  Listen to what our team members have to say! Cedar Rapids, IA 52401","['Security', 'security', 'security', 'English', 'access', 'video', 'swift', 'security', 'health', 'legal', 'plan', 'training', 'security', 'security', 'Click', 'process', 'customer service', 'customer service']"
